filename,width,height,class,xmin,ymin,xmax,ymax
aug1_36_10.PNG,544,377,Last Name,260.31488037109375,30.098520278930664,311.34588623046875,74.05008697509766
aug1_36_10.PNG,544,377,Country,230.41375732421875,77.16682434082031,293.80120849609375,129.7139434814453
aug1_36_10.PNG,544,377,Dob,212.3377227783203,97.02569580078125,331.10491943359375,190.5724639892578
aug1_36_10.PNG,544,377,Address,241.77247619628906,152.59414672851562,302.51165771484375,203.59913635253906
aug1_36_10.PNG,544,377,Id number,451.0780944824219,131.6140594482422,544.0,206.71824645996094
aug1_40_10.PNG,544,377,First Name,253.91110229492188,53.90816116333008,345.2731628417969,134.42361450195312
aug1_40_10.PNG,544,377,Last Name,270.3770751953125,30.407299041748047,320.24945068359375,76.33547973632812
aug1_40_10.PNG,544,377,Country,237.32188415527344,75.23414611816406,298.8081970214844,130.68089294433594
aug1_40_10.PNG,544,377,Dob,217.79173278808594,93.86573028564453,331.88861083984375,193.9113311767578
aug1_40_10.PNG,544,377,Address,243.3349609375,151.3110809326172,302.39990234375,204.9527130126953
aug1_40_10.PNG,544,377,Id number,453.5942077636719,144.98251342773438,544.0,224.9784393310547
aug1_44_10.PNG,544,377,First Name,262.4353942871094,53.73645782470703,349.7752685546875,138.90435791015625
aug1_44_10.PNG,544,377,Last Name,280.4471435546875,31.48628807067871,328.9179992675781,79.16732025146484
aug1_44_10.PNG,544,377,Country,244.39895629882812,73.8532943725586,303.6845703125,131.9295196533203
aug1_44_10.PNG,544,377,Dob,223.5098419189453,91.16680908203125,332.38055419921875,197.2238311767578
aug1_44_10.PNG,544,377,Address,245.03709411621094,150.20919799804688,302.1400146484375,206.22613525390625
aug1_44_10.PNG,544,377,Id number,455.2256164550781,158.56298828125,541.8214721679688,243.0609130859375
aug1_48_10.PNG,544,377,First Name,271.00628662109375,54.221309661865234,353.8984680175781,143.62673950195312
aug1_48_10.PNG,544,377,Last Name,290.47607421875,33.33023452758789,337.3092041015625,82.53182983398438
aug1_48_10.PNG,544,377,Country,251.61050415039062,73.0309829711914,308.4065856933594,133.45376586914062
aug1_48_10.PNG,544,377,Dob,229.4641876220703,88.94208526611328,332.57830810546875,200.49383544921875
aug1_48_10.PNG,544,377,Address,246.87059020996094,149.29385375976562,301.7333068847656,207.41319274902344
aug1_48_10.PNG,544,377,Id number,455.9643859863281,172.289306640625,538.2614135742188,260.8775634765625
aug1_52_10.PNG,544,377,First Name,279.58203125,55.360355377197266,357.6226501464844,148.56773376464844
aug1_52_10.PNG,544,377,Last Name,300.4150085449219,35.930152893066406,345.38226318359375,86.41259765625
aug1_52_10.PNG,544,377,Country,258.92138671875,72.77122497558594,312.95123291015625,135.24618530273438
aug1_52_10.PNG,544,377,Dob,235.62576293945312,87.20240020751953,332.48095703125,203.7053985595703
aug1_52_10.PNG,544,377,Address,248.82652282714844,148.56951904296875,301.1817321777344,208.5081024169922
aug1_52_10.PNG,544,377,Id number,455.806884765625,186.0946044921875,533.4041748046875,278.34161376953125
aug1_56_10.PNG,544,377,First Name,288.1208190917969,57.148040771484375,360.9297180175781,153.70326232910156
aug1_56_10.PNG,544,377,Last Name,310.2154846191406,39.273372650146484,353.0978088378906,90.79072570800781
aug1_56_10.PNG,544,377,Country,266.2959899902344,73.07528686523438,317.2963562011719,137.2980499267578
aug1_56_10.PNG,544,377,Dob,241.9645538330078,85.95623016357422,332.08892822265625,206.8428955078125
aug1_56_10.PNG,544,377,Address,250.8953399658203,148.03973388671875,300.48797607421875,209.5055389404297
aug1_56_10.PNG,544,377,Id number,454.7538757324219,199.91162109375,527.2734375,295.36798095703125
aug1_60_10.PNG,544,377,First Name,296.5810852050781,59.57566452026367,363.8034973144531,159.00833129882812
aug1_60_10.PNG,544,377,Last Name,319.82977294921875,43.34361267089844,360.4182434082031,95.64488220214844
aug1_60_10.PNG,544,377,Country,273.6983947753906,73.94168853759766,321.4208068847656,139.599365234375
aug1_60_10.PNG,544,377,Dob,248.44967651367188,85.20964050292969,331.4041442871094,209.89102172851562
aug1_60_10.PNG,544,377,Address,253.06698608398438,147.70706176757812,299.65545654296875,210.400634765625
aug1_60_10.PNG,544,377,Id number,452.810546875,213.6730499267578,519.8989868164062,311.8736572265625
aug1_64_10.PNG,544,377,First Name,304.92156982421875,62.63138961791992,366.23004150390625,164.4570770263672
aug1_64_10.PNG,544,377,Last Name,329.2110595703125,48.121036529541016,367.30792236328125,100.95142364501953
aug1_64_10.PNG,544,377,Country,281.0924987792969,75.36620330810547,325.30450439453125,142.138916015625
aug1_64_10.PNG,544,377,Dob,255.04953002929688,84.96626281738281,330.4299621582031,212.83493041992188
aug1_64_10.PNG,544,377,Address,255.33087158203125,147.5731201171875,298.68817138671875,211.1890411376953
aug1_64_10.PNG,544,377,Id number,449.9862976074219,227.31182861328125,511.31683349609375,327.7782897949219
aug1_68_10.PNG,544,377,First Name,313.1016845703125,66.30033874511719,368.197509765625,170.02294921875
aug1_68_10.PNG,544,377,Last Name,338.3135986328125,53.58237838745117,373.7332458496094,106.68448638916016
aug1_68_10.PNG,544,377,Country,288.44232177734375,77.3418960571289,328.928466796875,144.9043426513672
aug1_68_10.PNG,544,377,Dob,261.7319641113281,85.22730255126953,329.171142578125,215.6602783203125
aug1_68_10.PNG,544,377,Address,257.67596435546875,147.63858032226562,297.59088134765625,211.8668975830078
aug1_68_10.PNG,544,377,Id number,446.2949523925781,240.7615203857422,501.5687255859375,343.00439453125
aug1_72_10.PNG,544,377,First Name,321.08154296875,70.56462860107422,369.6962890625,175.67884826660156
aug1_72_10.PNG,544,377,Last Name,347.09307861328125,59.701019287109375,379.6629638671875,112.81615447998047
aug1_72_10.PNG,544,377,Country,295.7120361328125,79.85913848876953,332.2751159667969,147.8821563720703
aug1_72_10.PNG,544,377,Dob,268.46441650390625,85.99147033691406,327.6337585449219,218.3533172607422
aug1_72_10.PNG,544,377,Address,260.0908508300781,147.90310668945312,296.3689270019531,212.43092346191406
aug1_72_10.PNG,544,377,Id number,441.7544250488281,253.95660400390625,490.7021789550781,357.47772216796875
aug1_76_10.PNG,544,377,First Name,328.8222961425781,75.40348815917969,370.7191162109375,181.397216796875
aug1_76_10.PNG,544,377,Last Name,355.5067138671875,66.44715881347656,385.0681457519531,119.31654357910156
aug1_76_10.PNG,544,377,Country,302.8662109375,82.90567016601562,335.3280944824219,151.057861328125
aug1_76_10.PNG,544,377,Dob,275.214111328125,87.25505065917969,325.8253173828125,220.90089416503906
aug1_76_10.PNG,544,377,Address,262.5637512207031,148.36541748046875,295.0282287597656,212.87835693359375
aug1_76_10.PNG,544,377,Id number,436.3868713378906,266.8327941894531,478.7701721191406,371.1278381347656
aug1_80_10.PNG,544,377,First Name,336.28619384765625,80.79334259033203,371.260986328125,187.15017700195312
aug1_80_10.PNG,544,377,Last Name,363.5135192871094,73.78792572021484,389.9224548339844,126.15398406982422
aug1_80_10.PNG,544,377,Country,309.8700256347656,86.4666519165039,338.0725402832031,154.41598510742188
aug1_80_10.PNG,544,377,Dob,281.9481201171875,89.01188659667969,323.7546691894531,223.29063415527344
aug1_80_10.PNG,544,377,Address,265.0826110839844,149.0232696533203,293.5753479003906,213.20701599121094
aug1_80_10.PNG,544,377,Id number,430.2184753417969,279.32733154296875,465.83074951171875,377.0
aug1_84_10.PNG,544,377,First Name,343.4369201660156,86.70793151855469,371.31927490234375,192.9097137451172
aug1_84_10.PNG,544,377,Last Name,371.074462890625,81.68756103515625,394.2023010253906,133.295166015625
aug1_84_10.PNG,544,377,Country,316.6893615722656,90.52471923828125,340.4951171875,157.94015502929688
aug1_84_10.PNG,544,377,Dob,288.6336975097656,91.25341796875,321.431884765625,225.5108642578125
aug1_84_10.PNG,544,377,Address,267.63519287109375,149.87344360351562,292.017333984375,213.41531372070312
aug1_84_10.PNG,544,377,Id number,423.2792053222656,291.37939453125,451.9470520019531,377.0
aug1_88_10.PNG,544,377,First Name,350.2395935058594,93.11844635009766,370.8936767578125,198.64776611328125
aug1_88_10.PNG,544,377,Last Name,378.1527404785156,90.10757446289062,397.8867492675781,140.70530700683594
aug1_88_10.PNG,544,377,Country,323.29095458984375,95.06011962890625,342.5839538574219,161.6132049560547
aug1_88_10.PNG,544,377,Dob,295.2381896972656,93.9687271118164,318.8682556152344,227.55079650878906
aug1_88_10.PNG,544,377,Address,270.2090148925781,150.91180419921875,290.36181640625,213.50222778320312
aug1_88_10.PNG,544,377,Id number,415.60296630859375,302.93023681640625,437.1866455078125,377.0
aug1_92_10.PNG,544,377,First Name,352.9966735839844,99.40035247802734,373.6507568359375,204.9296875
aug1_92_10.PNG,544,377,Last Name,382.9688720703125,98.37875366210938,402.702880859375,148.9764862060547
aug1_92_10.PNG,544,377,Country,327.33929443359375,99.45745849609375,346.6322937011719,166.0105438232422
aug1_92_10.PNG,544,377,Dob,297.087890625,96.48149108886719,320.7179260253906,230.0635528564453
aug1_92_10.PNG,544,377,Address,270.6278076171875,151.50509643554688,290.7806091308594,214.0955047607422
aug1_92_10.PNG,544,377,Id number,403.6324462890625,313.2953796386719,425.21612548828125,377.0
aug1_96_10.PNG,544,377,First Name,351.6946716308594,105.52305603027344,379.5770263671875,211.72483825683594
aug1_96_10.PNG,544,377,Last Name,385.4993896484375,106.46080780029297,408.6272277832031,158.06842041015625
aug1_96_10.PNG,544,377,Country,328.8146667480469,103.6953125,352.6203918457031,171.11073303222656
aug1_96_10.PNG,544,377,Dob,294.1737060546875,98.77946472167969,326.9718933105469,233.03692626953125
aug1_96_10.PNG,544,377,Address,268.8895263671875,151.65042114257812,293.2716979980469,215.19229125976562
aug1_96_10.PNG,544,377,Id number,387.42596435546875,322.4243469238281,416.0937805175781,377.0
aug1_100_10.PNG,544,377,First Name,350.00439453125,112.05001068115234,384.97918701171875,218.40684509277344
aug1_100_10.PNG,544,377,Last Name,387.4769592285156,114.94254302978516,413.88592529296875,167.30860900878906
aug1_100_10.PNG,544,377,Country,330.0132141113281,108.34632110595703,358.2157287597656,176.295654296875
aug1_100_10.PNG,544,377,Dob,291.1514892578125,101.51455688476562,332.9580383300781,235.79330444335938
aug1_100_10.PNG,544,377,Address,267.1663818359375,151.9752960205078,295.65911865234375,216.15904235839844
aug1_100_10.PNG,544,377,Id number,370.6571350097656,330.9008483886719,406.2694396972656,377.0
aug1_104_10.PNG,544,377,First Name,347.9341125488281,118.94942474365234,389.8309326171875,224.94314575195312
aug1_104_10.PNG,544,377,Last Name,388.8919372558594,123.78264617919922,418.453369140625,176.6520233154297
aug1_104_10.PNG,544,377,Country,330.9291687011719,113.38783264160156,363.3910217285156,181.54002380371094
aug1_104_10.PNG,544,377,Dob,288.03594970703125,104.67343139648438,338.6471862792969,238.31927490234375
aug1_104_10.PNG,544,377,Address,265.466796875,152.4781036376953,297.9312744140625,216.99102783203125
aug1_104_10.PNG,544,377,Id number,353.4076843261719,338.68359375,395.79095458984375,377.0
aug1_108_10.PNG,544,377,First Name,345.493896484375,126.18768310546875,394.108642578125,231.30191040039062
aug1_108_10.PNG,544,377,Last Name,389.7374267578125,132.93804931640625,422.30731201171875,186.0531768798828
aug1_108_10.PNG,544,377,Country,331.5580139160156,118.79528045654297,368.12109375,186.81829833984375
aug1_108_10.PNG,544,377,Dob,284.8423156738281,108.24069213867188,344.01165771484375,240.6025390625
aug1_108_10.PNG,544,377,Address,263.7990417480469,153.15640258789062,300.0771179199219,217.6842041015625
aug1_108_10.PNG,544,377,Id number,335.7615966796875,345.7346496582031,384.7093505859375,377.0
aug1_112_10.PNG,544,377,First Name,342.6955871582031,133.72952270507812,397.7914123535156,237.45213317871094
aug1_112_10.PNG,544,377,Last Name,390.0093078613281,142.3641357421875,425.428955078125,195.46624755859375
aug1_112_10.PNG,544,377,Country,331.8966979980469,124.54232788085938,372.3828430175781,192.1047821044922
aug1_112_10.PNG,544,377,Dob,281.58612060546875,112.198974609375,349.0252685546875,242.6319580078125
aug1_112_10.PNG,544,377,Address,262.1712341308594,154.00689697265625,302.0861511230469,218.23521423339844
aug1_112_10.PNG,544,377,Id number,317.80487060546875,352.0196838378906,373.07867431640625,377.0
aug1_116_10.PNG,544,377,First Name,339.5528869628906,141.53819274902344,400.8613586425781,243.36387634277344
aug1_116_10.PNG,544,377,Last Name,389.7062683105469,152.01499938964844,427.8031311035156,204.8453826904297
aug1_116_10.PNG,544,377,Country,331.94354248046875,130.60096740722656,376.1555480957031,197.37368774414062
aug1_116_10.PNG,544,377,Dob,278.283203125,116.52899169921875,353.66363525390625,244.39764404296875
aug1_116_10.PNG,544,377,Address,260.5913391113281,155.0254364013672,303.9486389160156,218.64134216308594
aug1_116_10.PNG,544,377,Id number,299.625,357.508056640625,360.9555358886719,377.0
aug1_120_10.PNG,544,377,First Name,336.0810852050781,149.57566833496094,403.3034973144531,249.00833129882812
aug1_120_10.PNG,544,377,Last Name,388.82977294921875,161.84361267089844,429.4182434082031,214.14488220214844
aug1_120_10.PNG,544,377,Country,331.6983947753906,136.94168090820312,379.4208068847656,202.599365234375
aug1_120_10.PNG,544,377,Dob,274.9496765136719,121.20964050292969,357.9041442871094,245.89102172851562
aug1_120_10.PNG,544,377,Address,259.0669860839844,156.20706176757812,305.65545654296875,218.900634765625
aug1_120_10.PNG,544,377,Id number,281.310546875,362.17303466796875,348.39898681640625,377.0
aug1_124_10.PNG,544,377,First Name,332.29705810546875,157.80276489257812,405.10595703125,254.3579864501953
aug1_124_10.PNG,544,377,Last Name,387.38409423828125,171.80209350585938,430.26641845703125,223.31944274902344
aug1_124_10.PNG,544,377,Country,331.1623840332031,143.53359985351562,382.1627502441406,207.75634765625
aug1_124_10.PNG,544,377,Dob,271.6017761230469,126.2181167602539,361.72613525390625,247.1047821044922
aug1_124_10.PNG,544,377,Address,257.60565185546875,157.5460205078125,307.19830322265625,219.01181030273438
aug1_124_10.PNG,544,377,Id number,262.9507141113281,365.9919128417969,335.47027587890625,377.0
aug1_128_10.PNG,544,377,First Name,328.2192687988281,166.17942810058594,406.2599182128906,259.3868103027344
aug1_128_10.PNG,544,377,Last Name,385.37628173828125,181.8419189453125,430.3435363769531,232.32437133789062
aug1_128_10.PNG,544,377,Country,330.338134765625,150.34457397460938,384.3679504394531,212.81951904296875
aug1_128_10.PNG,544,377,Dob,268.2558288574219,131.530029296875,365.1109924316406,248.03302001953125
aug1_128_10.PNG,544,377,Address,256.2144470214844,159.0357666015625,308.5696716308594,218.97434997558594
aug1_128_10.PNG,544,377,Id number,244.63499450683594,368.9460754394531,322.2323303222656,377.0
aug1_132_10.PNG,544,377,First Name,323.86761474609375,174.66482543945312,406.7597961425781,264.07025146484375
aug1_132_10.PNG,544,377,Last Name,382.81610107421875,191.9141845703125,429.64923095703125,241.11578369140625
aug1_132_10.PNG,544,377,Country,329.2296447753906,157.34144592285156,386.0257263183594,217.76422119140625
aug1_132_10.PNG,544,377,Dob,264.9281005859375,137.11949157714844,368.042236328125,248.67123413085938
aug1_132_10.PNG,544,377,Address,254.90016174316406,160.66908264160156,309.76287841796875,218.7884063720703
aug1_132_10.PNG,544,377,Id number,226.45257568359375,371.0210876464844,308.7496337890625,377.0
aug1_136_10.PNG,544,377,First Name,319.26324462890625,183.21762084960938,406.6031188964844,268.3855285644531
aug1_136_10.PNG,544,377,Last Name,379.7160339355469,201.96981811523438,428.1868896484375,249.65086364746094
aug1_136_10.PNG,544,377,Country,327.8423767089844,164.4901123046875,387.12799072265625,222.5663299560547
aug1_136_10.PNG,544,377,Dob,261.6348571777344,142.9592742919922,370.50555419921875,249.01629638671875
aug1_136_10.PNG,544,377,Address,253.66917419433594,162.43797302246094,310.7720947265625,218.4549102783203
aug1_136_10.PNG,544,377,Id number,208.4920654296875,372.2069091796875,295.0879211425781,377.0
aug1_140_10.PNG,544,377,First Name,314.4286193847656,191.79615783691406,405.7906799316406,272.3116149902344
aug1_140_10.PNG,544,377,Last Name,376.0911865234375,211.95982360839844,425.9635925292969,257.88800048828125
aug1_140_10.PNG,544,377,Country,326.18304443359375,171.75575256347656,387.66937255859375,227.20248413085938
aug1_140_10.PNG,544,377,Dob,258.39208984375,149.02093505859375,372.4889831542969,249.0665283203125
aug1_140_10.PNG,544,377,Address,252.52749633789062,164.33383178710938,311.5924377441406,217.9754638671875
aug1_140_10.PNG,544,377,Id number,190.84095764160156,372.4977111816406,281.313720703125,377.0
aug1_144_10.PNG,544,377,First Name,309.38726806640625,200.358642578125,404.326416015625,275.8293762207031
aug1_144_10.PNG,544,377,Last Name,371.959228515625,221.83554077148438,422.9902038574219,265.787109375
aug1_144_10.PNG,544,377,Country,324.2597351074219,179.10296630859375,387.6471862792969,231.65008544921875
aug1_144_10.PNG,544,377,Dob,255.2156219482422,155.27491760253906,373.9828186035156,248.82168579101562
aug1_144_10.PNG,544,377,Address,251.48068237304688,166.34744262695312,312.2198791503906,217.35243225097656
aug1_144_10.PNG,544,377,Id number,173.5852508544922,371.89208984375,267.494140625,377.0
aug1_148_10.PNG,544,377,First Name,304.1637878417969,208.86334228515625,402.21746826171875,278.92169189453125
aug1_148_10.PNG,544,377,Last Name,367.34027099609375,231.54885864257812,419.2812194824219,273.3096923828125
aug1_148_10.PNG,544,377,Country,322.081787109375,186.4959716796875,387.0616149902344,235.887451171875
aug1_148_10.PNG,544,377,Dob,252.12094116210938,161.69078063964844,374.97979736328125,248.282958984375
aug1_148_10.PNG,544,377,Address,250.53384399414062,168.46896362304688,312.6513671875,216.5888214111328
aug1_148_10.PNG,544,377,Id number,156.8090057373047,370.3930358886719,253.69651794433594,377.0
aug1_152_10.PNG,544,377,First Name,298.7835998535156,217.2688446044922,399.47412109375,281.5734558105469
aug1_152_10.PNG,544,377,Last Name,362.2568359375,241.05242919921875,414.8547058105469,280.4190673828125
aug1_152_10.PNG,544,377,Country,319.6598815917969,193.8987274169922,385.9154357910156,239.8939666748047
aug1_152_10.PNG,544,377,Dob,249.1230926513672,168.2372589111328,375.4750671386719,247.45297241210938
aug1_152_10.PNG,544,377,Address,249.6915740966797,170.68807983398438,312.88482666015625,215.68836975097656
aug1_152_10.PNG,544,377,Id number,140.59396362304688,368.0077819824219,239.98805236816406,377.0
aug1_156_10.PNG,544,377,First Name,293.27294921875,225.5341796875,396.1097412109375,283.77178955078125
aug1_156_10.PNG,544,377,Last Name,356.7336730957031,250.29998779296875,409.7322082519531,287.08062744140625
aug1_156_10.PNG,544,377,Country,317.00579833984375,201.2751922607422,384.21429443359375,243.65008544921875
aug1_156_10.PNG,544,377,Dob,246.23670959472656,174.8824462890625,375.46624755859375,246.33578491210938
aug1_156_10.PNG,544,377,Address,248.95799255371094,172.9939727783203,312.9190673828125,214.65545654296875
aug1_156_10.PNG,544,377,Id number,125.01912689208984,364.74798583984375,226.43556213378906,377.0
aug1_160_10.PNG,544,377,First Name,287.65863037109375,233.6190948486328,392.1407165527344,285.5059814453125
aug1_160_10.PNG,544,377,Last Name,350.79766845703125,259.2464599609375,403.93865966796875,293.2619323730469
aug1_160_10.PNG,544,377,Country,314.1324157714844,208.58941650390625,381.9664611816406,247.13751220703125
aug1_160_10.PNG,544,377,Dob,243.475830078125,181.59397888183594,374.9533386230469,244.9368133544922
aug1_160_10.PNG,544,377,Address,248.336669921875,175.3754119873047,312.75396728515625,213.4951171875
aug1_160_10.PNG,544,377,Id number,110.16035461425781,360.6295471191406,213.1050567626953,377.0
aug1_164_10.PNG,544,377,First Name,281.9680480957031,241.48419189453125,387.58636474609375,286.7675476074219
aug1_164_10.PNG,544,377,Last Name,344.4778137207031,267.8482360839844,397.5023498535156,298.9328308105469
aug1_164_10.PNG,544,377,Country,311.05377197265625,215.80575561523438,379.1828918457031,250.3392791748047
aug1_164_10.PNG,544,377,Dob,240.8539276123047,188.3391571044922,373.9388427734375,243.26290893554688
aug1_164_10.PNG,544,377,Address,247.8306427001953,177.82078552246094,312.3903503417969,212.2130126953125
aug1_164_10.PNG,544,377,Id number,96.09004974365234,355.6724853515625,200.0614776611328,377.0
aug1_168_10.PNG,544,377,First Name,276.2288818359375,249.09115600585938,382.4688720703125,287.5503845214844
aug1_168_10.PNG,544,377,Last Name,337.8048095703125,276.0634765625,390.4546203613281,304.0657043457031
aug1_168_10.PNG,544,377,Country,307.7848815917969,222.8890838623047,375.8771057128906,253.23976135253906
aug1_168_10.PNG,544,377,Dob,238.38375854492188,195.0851287841797,372.4277038574219,241.3221893310547
aug1_168_10.PNG,544,377,Address,247.44235229492188,180.3181915283203,311.8299255371094,210.81536865234375
aug1_168_10.PNG,544,377,Id number,82.87676239013672,349.9010009765625,187.36837768554688,377.0
aug1_172_10.PNG,544,377,First Name,270.4691162109375,256.4029235839844,376.8132019042969,287.85064697265625
aug1_172_10.PNG,544,377,Last Name,330.8112487792969,283.8520812988281,382.82977294921875,308.63555908203125
aug1_172_10.PNG,544,377,Country,304.3416442871094,229.8048553466797,372.0652770996094,255.82484436035156
aug1_172_10.PNG,544,377,Dob,236.07736206054688,201.79901123046875,370.42730712890625,239.12411499023438
aug1_172_10.PNG,544,377,Address,247.1737060546875,182.85546875,311.075439453125,209.30902099609375
aug1_172_10.PNG,544,377,Id number,70.58486938476562,343.3431701660156,175.0876007080078,375.5028076171875
aug1_176_10.PNG,544,377,First Name,264.7168273925781,263.3838806152344,370.64691162109375,287.6669006347656
aug1_176_10.PNG,544,377,Last Name,323.5311584472656,291.1761474609375,374.66497802734375,312.6201171875
aug1_176_10.PNG,544,377,Country,300.7408142089844,236.5194091796875,367.76593017578125,258.0819091796875
aug1_176_10.PNG,544,377,Dob,233.94598388671875,208.44808959960938,367.9473876953125,236.67942810058594
aug1_176_10.PNG,544,377,Address,247.02601623535156,185.42022705078125,310.130615234375,207.70127868652344
aug1_176_10.PNG,544,377,Id number,59.27424621582031,336.0309753417969,163.27896118164062,361.1720275878906
aug1_180_10.PNG,544,377,First Name,259.0,270.0,364.0,287.0
aug1_180_10.PNG,544,377,Last Name,316.0,298.0,366.0,316.0
aug1_180_10.PNG,544,377,Country,297.0,243.0,363.0,260.0
aug1_180_10.PNG,544,377,Dob,232.0,215.0,365.0,234.0
aug1_180_10.PNG,544,377,Address,247.0,188.0,309.0,206.0
aug1_180_10.PNG,544,377,Id number,49.0,328.0,152.0,346.0
aug1_184_10.PNG,544,377,First Name,252.16065979003906,268.8946228027344,358.0907287597656,293.1776428222656
aug1_184_10.PNG,544,377,Last Name,306.9988708496094,300.80255126953125,358.1326904296875,322.24652099609375
aug1_184_10.PNG,544,377,Country,291.9515075683594,244.61114501953125,358.9765930175781,266.1736755371094
aug1_184_10.PNG,544,377,Dob,228.92352294921875,212.1451873779297,362.9248962402344,240.3765106201172
aug1_184_10.PNG,544,377,Address,245.8401641845703,186.25730895996094,308.94476318359375,208.53836059570312
aug1_184_10.PNG,544,377,Id number,38.55657196044922,312.1044921875,142.561279296875,337.2455749511719
aug1_188_10.PNG,544,377,First Name,245.41796875,267.3975830078125,351.7620544433594,298.8453369140625
aug1_188_10.PNG,544,377,Last Name,297.82720947265625,303.0579833984375,349.8457336425781,327.8414611816406
aug1_188_10.PNG,544,377,Country,286.8058166503906,245.94894409179688,354.5294494628906,271.96893310546875
aug1_188_10.PNG,544,377,Dob,226.05690002441406,209.17518615722656,360.4068298339844,246.5002899169922
aug1_188_10.PNG,544,377,Address,244.80776977539062,184.52554321289062,308.7095031738281,210.97909545898438
aug1_188_10.PNG,544,377,Id number,29.250457763671875,295.6067810058594,133.75318908691406,327.7664489746094
aug1_192_10.PNG,544,377,First Name,238.80477905273438,265.51617431640625,345.0447692871094,303.97540283203125
aug1_192_10.PNG,544,377,Last Name,288.5297546386719,304.7552795410156,341.1795349121094,332.75750732421875
aug1_192_10.PNG,544,377,Country,281.5880126953125,247.0068359375,349.68023681640625,277.3575134277344
aug1_192_10.PNG,544,377,Dob,223.4141082763672,206.1044464111328,357.45806884765625,252.3415069580078
aug1_192_10.PNG,544,377,Address,243.90785217285156,182.81314086914062,308.29541015625,213.31031799316406
aug1_192_10.PNG,544,377,Id number,21.12699317932129,278.5872802734375,125.61860656738281,317.6088562011719
aug1_196_10.PNG,544,377,First Name,232.3533172607422,263.2595520019531,337.97161865234375,308.54290771484375
aug1_196_10.PNG,544,377,Last Name,279.1517639160156,305.8861999511719,332.1763000488281,336.97076416015625
aug1_196_10.PNG,544,377,Country,276.323486328125,247.77969360351562,344.45257568359375,282.3132019042969
aug1_196_10.PNG,544,377,Dob,221.00802612304688,202.94793701171875,354.09295654296875,257.8716735839844
aug1_196_10.PNG,544,377,Address,243.14480590820312,181.12843322753906,307.7044982910156,215.52066040039062
aug1_196_10.PNG,544,377,Id number,14.22575855255127,261.1288757324219,118.19718170166016,306.8222351074219
aug1_200_10.PNG,544,377,First Name,226.0950164794922,260.638671875,330.57708740234375,312.52557373046875
aug1_200_10.PNG,544,377,Last Name,269.7389221191406,306.4452209472656,322.8799133300781,340.460693359375
aug1_200_10.PNG,544,377,Country,271.0378723144531,248.2637481689453,338.8719177246094,286.8118591308594
aug1_200_10.PNG,544,377,Dob,218.85037231445312,199.72105407714844,350.327880859375,263.0638732910156
aug1_200_10.PNG,544,377,Address,242.5223388671875,179.47964477539062,306.93963623046875,217.599365234375
aug1_200_10.PNG,544,377,Id number,8.58037281036377,243.31663513183594,111.52507781982422,295.45916748046875
aug1_204_10.PNG,544,377,First Name,220.0603485107422,257.6663818359375,322.89715576171875,315.90399169921875
aug1_204_10.PNG,544,377,Last Name,260.3370666503906,306.42962646484375,313.3356018066406,343.2102966308594
aug1_204_10.PNG,544,377,Country,265.7569580078125,248.45664978027344,332.9654846191406,290.83154296875
aug1_204_10.PNG,544,377,Dob,216.95166015625,196.43948364257812,346.18121337890625,267.892822265625
aug1_204_10.PNG,544,377,Address,242.04347229003906,177.87481689453125,306.0045471191406,219.5363006591797
aug1_204_10.PNG,544,377,Id number,4.218341827392578,225.23731994628906,105.63478088378906,283.57501220703125
aug1_208_10.PNG,544,377,First Name,214.2787322998047,254.3571014404297,314.96923828125,318.6617126464844
aug1_208_10.PNG,544,377,Last Name,250.9920654296875,305.8395080566406,303.5899353027344,345.2061462402344
aug1_208_10.PNG,544,377,Country,260.5064697265625,248.35743713378906,326.76202392578125,294.3526611328125
aug1_208_10.PNG,544,377,Dob,215.32113647460938,193.11924743652344,341.6731262207031,272.3349609375
aug1_208_10.PNG,544,377,Address,241.71055603027344,176.3217315673828,304.90380859375,221.32203674316406
aug1_208_10.PNG,544,377,Id number,1.1609156131744385,206.97903442382812,100.55500793457031,271.2276611328125
aug1_212_10.PNG,544,377,First Name,208.7783203125,250.7269744873047,306.8320007324219,320.7853088378906
aug1_212_10.PNG,544,377,Last Name,241.74940490722656,304.6777038574219,293.69036865234375,346.43853759765625
aug1_212_10.PNG,544,377,Country,255.31198120117188,247.9665985107422,320.2917785644531,297.35809326171875
aug1_212_10.PNG,544,377,Dob,213.9667510986328,189.77650451660156,336.82562255859375,276.3686828613281
aug1_212_10.PNG,544,377,Address,241.52520751953125,174.82798767089844,303.6427307128906,222.94786071777344
aug1_212_10.PNG,544,377,Id number,0.0,188.63070678710938,96.31049346923828,258.4772644042969
aug1_216_10.PNG,544,377,First Name,203.5859375,246.79367065429688,298.5250549316406,322.264404296875
aug1_216_10.PNG,544,377,Last Name,232.6541290283203,302.9499206542969,283.68511962890625,346.9014892578125
aug1_216_10.PNG,544,377,Country,250.1987762451172,247.2860565185547,313.58624267578125,299.8331604003906
aug1_216_10.PNG,544,377,Dob,212.8950958251953,186.4275360107422,331.6622619628906,279.97430419921875
aug1_216_10.PNG,544,377,Address,241.4883270263672,173.40086364746094,302.2275085449219,224.40585327148438
aug1_216_10.PNG,544,377,Id number,0.0,170.28175354003906,92.92192077636719,245.3859405517578
